Execution_Date,Signal_Date,Execution_Open,Execution_High,Execution_Low,Execution_Close,Signal,BUY_Probability,SELL_Probability,WAIT_Probability,BUY_Threshold,SELL_Threshold,True_Target
2020-11-02,2020-10-30,305.3031005859375,307.30021286282704,302.56626275236454,305.3031005859375,BUY,0.4911056304672973,0.3238313204487855,0.1850630490839172,0.4,0.45,1
2020-11-03,2020-11-02,308.5299804346644,312.7461569674992,305.3863439975958,310.69354248046875,BUY,0.5081644947027768,0.32209886921946906,0.16973663607775433,0.4,0.45,1
2020-11-04,2020-11-03,315.1594080860358,321.70559740471685,313.98517525430054,317.6373596191406,BUY,0.4931498836347208,0.3186639529576782,0.18818616340760136,0.4,0.45,1
2020-11-05,2020-11-04,322.90755258267654,325.63513604533273,322.55619978772285,323.8321533203125,BUY,0.4729969831562838,0.33456881281397005,0.19243420402974631,0.4,0.45,1
2020-11-06,2020-11-05,323.54551039577217,325.0063952769409,321.4374219661164,323.7581787109375,WAIT,0.3888810471708567,0.4108777792832727,0.20024117354587048,0.4,0.45,0
2020-11-09,2020-11-06,336.52684917649657,336.9059387720614,327.36405472488747,327.82635498046875,WAIT,0.38808054485957955,0.3473593386228002,0.2645601165176202,0.4,0.45,1
2020-11-10,2020-11-09,326.83703383089585,328.39961099114294,324.0817422973662,327.3455810546875,WAIT,0.34603174849210416,0.37332110458101575,0.28064714692688,0.4,0.45,1
2020-11-11,2020-11-10,329.52768350264563,330.6002236995473,328.28872195189047,329.77734375,WAIT,0.3475191545146378,0.35973262738372086,0.292748218101641,0.4,0.45,1
2020-11-12,2020-11-11,328.7695157722759,329.823574150401,324.7752620558113,326.5782165527344,WAIT,0.355387748372521,0.3457177289952548,0.2988945226322241,0.4,0.45,0
2020-11-13,2020-11-12,328.48285175165734,331.8391565132532,327.965077662347,331.0994873046875,WAIT,0.34659366198391356,0.2929084562152725,0.36049788180081405,0.4,0.45,0
2020-11-16,2020-11-13,333.7622800304141,335.42654955095253,332.47707186315154,335.2323913574219,BUY,0.4175291786507188,0.2892958571164984,0.29317496423278266,0.4,0.4,0
2020-11-17,2020-11-16,332.8284586496354,334.63144099542336,331.3213552496351,333.429443359375,WAIT,0.3640176747216122,0.30468793828695645,0.33129438699143116,0.4,0.4,0
2020-11-18,2020-11-17,333.69759212727365,334.2431030727179,329.3796950886092,329.41668701171875,WAIT,0.3227793502319843,0.3342241516461807,0.342996498121835,0.4,0.4,0
2020-11-19,2020-11-18,328.787905745115,331.1733623463131,327.4472238872078,330.80352783203125,WAIT,0.357726585818087,0.3047979280047538,0.3374754861771593,0.4,0.4,1
2020-11-20,2020-11-19,330.54466445649757,330.74807768636424,328.46431342145667,328.53826904296875,BUY,0.4644940972721001,0.25800308461021326,0.2775028181176866,0.4,0.4,1
2020-11-23,2020-11-20,330.3412386076394,331.7651311623136,328.112948198128,330.5076599121094,BUY,0.40900594618519476,0.2651328826798839,0.3258611711349215,0.4,0.4,1
2020-11-24,2020-11-23,333.0504084548386,336.3789766002486,332.1997916166957,335.8334655761719,BUY,0.4452981405746863,0.2626165288640515,0.29208533056126224,0.4,0.4,1
2020-11-25,2020-11-24,335.75020670349176,335.77794359169803,334.2246214190069,335.3156433105469,BUY,0.42674810057038703,0.28416637252818466,0.28908552690142825,0.4,0.4,0
2020-11-27,2020-11-25,336.4066780190502,336.7210388362217,335.24167223686067,336.24951171875,WAIT,0.36915005549263735,0.3090811725348132,0.32176877197254966,0.4,0.4,0
2020-11-30,2020-11-27,335.47282708749947,335.74096916518056,332.08881368370197,334.7608947753906,WAIT,0.337039721878776,0.3231681926336894,0.339792085487535,0.4,0.4,1
2020-12-01,2020-11-30,338.00621842500254,339.95711197569057,337.4144605490259,338.4222717285156,WAIT,0.3115793033577581,0.3446434042893504,0.3437772923528917,0.4,0.4,1
2020-12-02,2020-12-01,337.3127522431998,339.2913825881508,336.7395044630417,339.13421630859375,WAIT,0.391351504214349,0.33452927387188347,0.2741192219137682,0.4,0.4,0
2020-12-03,2020-12-02,339.03255404637883,340.42871003443537,337.94153206913154,339.04180908203125,WAIT,0.3822055433466521,0.3628306222799336,0.25496383437341485,0.4,0.4,0
2020-12-04,2020-12-03,339.62420221979386,341.96343994140625,339.53173654287355,341.96343994140625,BUY,0.43553707504528083,0.30508612400353674,0.25937680095118315,0.4,0.4,0
2020-12-07,2020-12-04,341.19604390236077,341.75080980917244,339.9940746180739,341.2607727050781,WAIT,0.3865342087516284,0.3163469043810244,0.2971188868673479,0.4,0.4,0
2020-12-08,2020-12-07,339.9940864550397,342.82336164005824,339.9478677180988,342.2593688964844,WAIT,0.33409876024677243,0.3405893788230218,0.32531186093020625,0.4,0.4,0
2020-12-09,2020-12-08,342.9158669849853,343.0730332820125,338.3575929060704,339.1897277832031,WAIT,0.3076514869934698,0.36000637702496563,0.332342135981565,0.4,0.4,0
2020-12-10,2020-12-09,337.82129446332254,340.1235407764272,336.952167699225,339.0787658691406,WAIT,0.3109657920941951,0.33942970430682595,0.34960450359897927,0.4,0.4,0
2020-12-11,2020-12-10,337.38674768616795,339.08800937588853,335.8704174000004,338.6811828613281,BUY,0.44241208222877787,0.308432146922349,0.2491557708488734,0.4,0.4,1
