Date,Cash,Position_Value,Total_Equity,Signal,In_Position
2021-01-28,10150.707661506554,0.0,10150.707661506554,WAIT,False
2021-01-29,7613.030746129916,2499.3648876441966,10112.395633774113,BUY,True
2021-02-01,7613.030746129916,2540.9685138804302,10153.999260010347,BUY,True
2021-02-02,7613.030746129916,2576.8983634320293,10189.929109561945,BUY,True
2021-02-03,7613.030746129916,2578.9240621927966,10191.954808322713,BUY,True
2021-02-04,7613.030746129916,2608.2358744276876,10221.266620557604,BUY,True
2021-02-05,7673.059596040465,2553.691832848152,10226.751428888618,BUY,True
2021-02-08,7673.059596040465,2572.1345229446115,10245.194118985077,WAIT,True
2021-02-09,7673.059596040465,2570.4224126567674,10243.482008697232,WAIT,True
2021-02-10,7673.059596040465,2569.3017153549376,10242.361311395403,WAIT,True
2021-02-11,7673.059596040465,2573.4519971147747,10246.51159315524,WAIT,True
2021-02-12,10258.44857692984,0.0,10258.44857692984,WAIT,False
2021-02-16,10258.44857692984,0.0,10258.44857692984,WAIT,False
2021-02-17,10258.44857692984,0.0,10258.44857692984,WAIT,False
2021-02-18,10258.44857692984,0.0,10258.44857692984,WAIT,False
2021-02-19,10258.44857692984,0.0,10258.44857692984,WAIT,False
2021-02-22,7693.836432697381,2563.6442314521873,10257.480664149567,BUY,True
2021-02-23,7693.836432697381,2566.7575830748287,10260.594015772209,BUY,True
2021-02-24,7693.836432697381,2595.0416021060305,10288.87803480341,BUY,True
2021-02-25,7693.836432697381,2532.512021435808,10226.348454133189,BUY,True
2021-02-26,7693.836432697381,2519.4632008701474,10213.299633567527,BUY,True
2021-03-01,7705.198031199056,2594.1981956902214,10299.396226889277,BUY,True
2021-03-02,7705.198031199056,2573.9550449694357,10279.153076168492,BUY,True
2021-03-03,7705.198031199056,2539.861478700781,10245.059509899836,BUY,True
2021-03-04,7646.661753855458,2517.9105845429167,10164.572338398375,BUY,True
2021-03-05,7646.661753855458,2564.230613915778,10210.892367771237,BUY,True
2021-03-08,7646.661753855458,2551.4642724379332,10198.126026293392,BUY,True
2021-03-09,7646.661753855458,2587.892490614257,10234.554244469715,BUY,True
2021-03-10,7646.661753855458,2604.001063937712,10250.66281779317,BUY,True
2021-03-11,7707.2074424680195,2576.810848704636,10284.018291172655,BUY,True
2021-03-12,7707.2074424680195,2580.2808213426006,10287.488263810621,BUY,True
2021-03-15,7707.2074424680195,2595.668871671615,10302.876314139634,WAIT,True
2021-03-16,7707.2074424680195,2592.3949511964624,10299.602393664481,BUY,True
2021-03-17,7707.2074424680195,2601.234514958829,10308.441957426849,BUY,True
2021-03-18,7702.369414815259,2547.1668974422846,10249.536312257544,BUY,True
2021-03-19,7702.369414815259,2542.4535689290155,10244.822983744274,WAIT,True
2021-03-22,7702.369414815259,2562.7548185278174,10265.124233343076,BUY,True
2021-03-23,7702.369414815259,2542.5842274164534,10244.953642231712,BUY,True
2021-03-24,7702.369414815259,2529.658873969354,10232.028288784613,BUY,True
2021-03-25,7684.122191716572,2585.284458193526,10269.406649910099,BUY,True
2021-03-26,7684.122191716572,2626.9462174880614,10311.068409204634,BUY,True
2021-03-29,7684.122191716572,2625.619240991731,10309.741432708302,BUY,True
2021-03-30,7684.122191716572,2618.6533750177937,10302.775566734366,BUY,True
2021-03-31,7684.122191716572,2629.268100371584,10313.390292088156,BUY,True
2021-04-01,7755.7399217635675,2598.807742153758,10354.547663917325,BUY,True
2021-04-05,7755.7399217635675,2636.108903587546,10391.848825351113,BUY,True
