starting_capital,ending_capital,net_profit,total_return,annualised_return,annualised_volatility,sharpe_ratio,sortino_ratio,maximum_drawdown,total_trades,winning_trades,losing_trades,win_rate,average_win,average_loss,profit_factor,expectancy,market_exposure,benchmark_return,excess_return
10000.0,9661.386240789292,-338.61375921070794,-0.03386137592107075,-0.006004930177958556,0.02900759049317277,-0.18661772973659319,-0.12698416134839588,-0.1084333889138328,81,33,48,0.4074074074074074,71.99189844019928,-56.548883494526734,0.8752503518911647,-4.180416780379099,0.21478382147838215,1.3284776475388003,-1.362339023459871
