Stop_Loss,Take_Profit,Max_Holding_Days,Min_BUY_Confidence,Regime_Filter,Use_Model_SELL,Ending_Capital,Net_Profit,Total_Return,Annualised_Return,Sharpe_Ratio,Maximum_Drawdown,Total_Trades,Win_Rate,Profit_Factor,Expectancy,Selection_Score
0.05,0.06,5,0.4,NONE,True,8904.174879167473,-1095.8251208325273,-0.10958251208325276,-0.033361594807408745,-1.009646511228426,-0.12628639348781034,47,0.40425531914893614,0.45508603372396356,-23.315428102819855,-12.244489271397038
0.03,0.08,7,0.4,NONE,True,8894.51167971959,-1105.4883202804103,-0.110548832028041,-0.033668392026775185,-0.9780002584533488,-0.1326013460524178,48,0.3125,0.4506318946967608,-23.03100667250867,-12.380353171066455
0.03,0.1,7,0.4,NONE,True,8894.51167971959,-1105.4883202804103,-0.110548832028041,-0.033668392026775185,-0.9780002584533488,-0.1326013460524178,48,0.3125,0.4506318946967608,-23.03100667250867,-12.380353171066455
0.03,0.08,7,0.55,NONE,False,9651.79277516871,-348.20722483129066,-0.03482072248312906,-0.010307572427068257,-0.44739621657404094,-0.055928822840096926,19,0.3157894736842105,0.6079410741290125,-18.326696043752165,-999981.0
0.03,0.1,7,0.55,NONE,False,9651.79277516871,-348.20722483129066,-0.03482072248312906,-0.010307572427068257,-0.44739621657404094,-0.055928822840096926,19,0.3157894736842105,0.6079410741290125,-18.326696043752165,-999981.0
0.03,0.06,7,0.55,NONE,False,9646.310131791695,-353.6898682083047,-0.03536898682083045,-0.010471957674400123,-0.4554676246469178,-0.056163823171363814,19,0.3157894736842105,0.601722480171618,-18.615256221489698,-999981.0
0.03,0.08,7,0.55,NONE,True,9579.97797691179,-420.0220230882096,-0.04200220230882101,-0.012466043284903972,-0.552266813815,-0.05951427378065066,19,0.3157894736842105,0.525897558390828,-22.10642226780036,-999981.0
0.03,0.1,7,0.55,NONE,True,9579.97797691179,-420.0220230882096,-0.04200220230882101,-0.012466043284903972,-0.552266813815,-0.05951427378065066,19,0.3157894736842105,0.525897558390828,-22.10642226780036,-999981.0
0.03,0.06,7,0.55,NONE,True,9574.536127503028,-425.4638724969718,-0.04254638724969717,-0.012630070016038442,-0.5606294694354066,-0.0597483816133656,19,0.3157894736842105,0.5197002500988982,-22.392835394577297,-999981.0
0.03,0.1,10,0.55,NONE,False,9543.530399694604,-456.46960030539594,-0.045646960030539585,-0.013565897114527603,-0.554166775937151,-0.07210832787160859,19,0.2631578947368421,0.5514557046408448,-24.024715805547107,-999981.0
0.03,0.08,10,0.55,NONE,False,9496.990217789607,-503.0097822103926,-0.050300978221039294,-0.014974638182160382,-0.6167014366780732,-0.07210832787160859,19,0.2631578947368421,0.5057235615047047,-26.474199063704752,-999981.0
0.03,0.08,10,0.55,NONE,True,9410.231598324237,-589.768401675763,-0.05897684016757632,-0.017613861755753413,-0.7438569214542727,-0.07524447531872402,19,0.2631578947368421,0.41909310071314526,-31.040442193460876,-999981.0
0.03,0.1,10,0.55,NONE,True,9410.231598324237,-589.768401675763,-0.05897684016757632,-0.017613861755753413,-0.7438569214542727,-0.07524447531872402,19,0.2631578947368421,0.41909310071314526,-31.040442193460876,-999981.0
0.05,0.06,5,0.55,NONE,False,10017.591895329195,17.591895329194813,0.0017591895329194251,0.0005139676286807227,0.03464321082476338,-0.02591997255150158,18,0.4444444444444444,1.0349413980267754,0.9773275182884491,-999982.0
0.05,0.08,5,0.55,NONE,False,10017.591895329195,17.591895329194813,0.0017591895329194251,0.0005139676286807227,0.03464321082476338,-0.02591997255150158,18,0.4444444444444444,1.0349413980267754,0.9773275182884491,-999982.0
0.05,0.1,5,0.55,NONE,False,10017.591895329195,17.591895329194813,0.0017591895329194251,0.0005139676286807227,0.03464321082476338,-0.02591997255150158,18,0.4444444444444444,1.0349413980267754,0.9773275182884491,-999982.0
0.05,0.06,5,0.55,NONE,True,9987.400619273407,-12.599380726593154,-0.001259938072659339,-0.00036849888622436655,-0.006620989082407994,-0.029185183803478565,18,0.4444444444444444,0.9749234596676829,-0.6999655959218924,-999982.0
0.05,0.08,5,0.55,NONE,True,9987.400619273407,-12.599380726593154,-0.001259938072659339,-0.00036849888622436655,-0.006620989082407994,-0.029185183803478565,18,0.4444444444444444,0.9749234596676829,-0.6999655959218924,-999982.0
0.05,0.1,5,0.55,NONE,True,9987.400619273407,-12.599380726593154,-0.001259938072659339,-0.00036849888622436655,-0.006620989082407994,-0.029185183803478565,18,0.4444444444444444,0.9749234596676829,-0.6999655959218924,-999982.0
0.04,0.08,7,0.55,NONE,False,9748.002708475859,-251.99729152414147,-0.025199729152414196,-0.0074336195063134936,-0.30094917438208163,-0.06040696809555135,18,0.3888888888888889,0.7156427280002319,-13.99984952911897,-999982.0
0.04,0.1,7,0.55,NONE,False,9748.002708475859,-251.99729152414147,-0.025199729152414196,-0.0074336195063134936,-0.30094917438208163,-0.06040696809555135,18,0.3888888888888889,0.7156427280002319,-13.99984952911897,-999982.0
0.04,0.06,7,0.55,NONE,False,9742.465413619484,-257.534586380516,-0.025753458638051563,-0.0075984821094869925,-0.3083608496781387,-0.06040696809555135,18,0.3888888888888889,0.7093700830792623,-14.307477021139725,-999982.0
0.04,0.08,7,0.55,NONE,True,9675.472053889273,-324.5279461107275,-0.032452794611072755,-0.009598358315134115,-0.3978845542033486,-0.06397541166366671,18,0.3888888888888889,0.632887906926467,-18.029330339484787,-999982.0
0.04,0.1,7,0.55,NONE,True,9675.472053889273,-324.5279461107275,-0.032452794611072755,-0.009598358315134115,-0.3978845542033486,-0.06397541166366671,18,0.3888888888888889,0.632887906926467,-18.029330339484787,-999982.0
0.04,0.06,7,0.55,NONE,True,9669.975959639072,-330.02404036092776,-0.03300240403609278,-0.009762861361020447,-0.4055325218976041,-0.06397541166366671,18,0.3888888888888889,0.6266394668513163,-18.334668908940404,-999982.0
0.03,0.06,5,0.4,ABOVE_SMA200,False,9931.723418377569,-68.27658162243097,-0.0068276581622430665,-0.0020008615673841046,-0.1310333835012994,-0.03181663817453417,17,0.4117647058823529,0.8264864003627559,-4.016269507201688,-999983.0
0.03,0.08,5,0.4,ABOVE_SMA200,False,9931.723418377569,-68.27658162243097,-0.0068276581622430665,-0.0020008615673841046,-0.1310333835012994,-0.03181663817453417,17,0.4117647058823529,0.8264864003627559,-4.016269507201688,-999983.0
0.03,0.1,5,0.4,ABOVE_SMA200,False,9931.723418377569,-68.27658162243097,-0.0068276581622430665,-0.0020008615673841046,-0.1310333835012994,-0.03181663817453417,17,0.4117647058823529,0.8264864003627559,-4.016269507201688,-999983.0
0.03,0.06,5,0.4,ABOVE_SMA200,True,9882.950644222095,-117.04935577790457,-0.01170493557779051,-0.003436127457163929,-0.23717238000196808,-0.031816638174534395,17,0.35294117647058826,0.7134380846179817,-6.885256222229653,-999983.0
0.03,0.08,5,0.4,ABOVE_SMA200,True,9882.950644222095,-117.04935577790457,-0.01170493557779051,-0.003436127457163929,-0.23717238000196808,-0.031816638174534395,17,0.35294117647058826,0.7134380846179817,-6.885256222229653,-999983.0
0.03,0.1,5,0.4,ABOVE_SMA200,True,9882.950644222095,-117.04935577790457,-0.01170493557779051,-0.003436127457163929,-0.23717238000196808,-0.031816638174534395,17,0.35294117647058826,0.7134380846179817,-6.885256222229653,-999983.0
0.04,0.06,5,0.4,ABOVE_SMA200,False,9858.50563109832,-141.49436890168,-0.01414943689016801,-0.004157371960629264,-0.2735288254199076,-0.036528047353205584,17,0.4117647058823529,0.6959760887160004,-8.323198170687032,-999983.0
0.04,0.08,5,0.4,ABOVE_SMA200,False,9858.50563109832,-141.49436890168,-0.01414943689016801,-0.004157371960629264,-0.2735288254199076,-0.036528047353205584,17,0.4117647058823529,0.6959760887160004,-8.323198170687032,-999983.0
0.04,0.1,5,0.4,ABOVE_SMA200,False,9858.50563109832,-141.49436890168,-0.01414943689016801,-0.004157371960629264,-0.2735288254199076,-0.036528047353205584,17,0.4117647058823529,0.6959760887160004,-8.323198170687032,-999983.0
0.05,0.06,5,0.4,ABOVE_SMA200,False,9817.618102054814,-182.3818979451862,-0.018238189794518633,-0.0053665830536017145,-0.35147097703842217,-0.041386452601020474,17,0.4117647058823529,0.5620584989132822,-10.72834693795213,-999983.0
0.05,0.08,5,0.4,ABOVE_SMA200,False,9817.618102054814,-182.3818979451862,-0.018238189794518633,-0.0053665830536017145,-0.35147097703842217,-0.041386452601020474,17,0.4117647058823529,0.5620584989132822,-10.72834693795213,-999983.0
0.05,0.1,5,0.4,ABOVE_SMA200,False,9817.618102054814,-182.3818979451862,-0.018238189794518633,-0.0053665830536017145,-0.35147097703842217,-0.041386452601020474,17,0.4117647058823529,0.5620584989132822,-10.72834693795213,-999983.0
0.04,0.06,5,0.4,ABOVE_SMA200,True,9810.092415345021,-189.90758465497856,-0.018990758465497803,-0.00558953647918603,-0.38076848268913016,-0.036639550487394756,17,0.35294117647058826,0.6043749362330751,-11.171034391469407,-999983.0
0.04,0.08,5,0.4,ABOVE_SMA200,True,9810.092415345021,-189.90758465497856,-0.018990758465497803,-0.00558953647918603,-0.38076848268913016,-0.036639550487394756,17,0.35294117647058826,0.6043749362330751,-11.171034391469407,-999983.0
0.04,0.1,5,0.4,ABOVE_SMA200,True,9810.092415345021,-189.90758465497856,-0.018990758465497803,-0.00558953647918603,-0.38076848268913016,-0.036639550487394756,17,0.35294117647058826,0.6043749362330751,-11.171034391469407,-999983.0
0.05,0.06,5,0.4,ABOVE_SMA200,True,9769.405677054116,-230.59432294588441,-0.0230594322945884,-0.0067970085531869895,-0.45944473171955125,-0.04138645260102025,17,0.35294117647058826,0.4653588741458713,-13.564371937993307,-999983.0
0.05,0.08,5,0.4,ABOVE_SMA200,True,9769.405677054116,-230.59432294588441,-0.0230594322945884,-0.0067970085531869895,-0.45944473171955125,-0.04138645260102025,17,0.35294117647058826,0.4653588741458713,-13.564371937993307,-999983.0
0.05,0.1,5,0.4,ABOVE_SMA200,True,9769.405677054116,-230.59432294588441,-0.0230594322945884,-0.0067970085531869895,-0.45944473171955125,-0.04138645260102025,17,0.35294117647058826,0.4653588741458713,-13.564371937993307,-999983.0
0.05,0.08,7,0.55,NONE,False,9889.152060089202,-110.84793991079823,-0.011084793991079867,-0.003253356896413817,-0.13124500044569312,-0.03988656770965415,15,0.4,0.8432343670142858,-7.389862660719791,-999985.0
0.05,0.1,7,0.55,NONE,False,9889.152060089202,-110.84793991079823,-0.011084793991079867,-0.003253356896413817,-0.13124500044569312,-0.03988656770965415,15,0.4,0.8432343670142858,-7.389862660719791,-999985.0
0.05,0.06,7,0.55,NONE,False,9883.534586184665,-116.46541381533461,-0.011646541381533426,-0.0034189138299508537,-0.13875340875741368,-0.03988656770965415,15,0.4,0.8352690879477234,-7.764360921022307,-999985.0
0.03,0.08,7,0.4,ABOVE_SMA200,False,9849.590953573437,-150.40904642656278,-0.015040904642656283,-0.004420712390491133,-0.2951064392226968,-0.04292173623078144,15,0.4,0.6850288674231195,-10.027269761770821,-999985.0
0.03,0.1,7,0.4,ABOVE_SMA200,False,9849.590953573437,-150.40904642656278,-0.015040904642656283,-0.004420712390491133,-0.2951064392226968,-0.04292173623078144,15,0.4,0.6850288674231195,-10.027269761770821,-999985.0
0.03,0.06,7,0.4,ABOVE_SMA200,False,9837.525491586423,-162.4745084135775,-0.016247450841357702,-0.004777396051051985,-0.32169099754677466,-0.04292173623078144,15,0.4,0.6597626196979948,-10.83163389423847,-999985.0
0.05,0.08,7,0.55,NONE,True,9815.57117447857,-184.42882552143055,-0.018442882552143103,-0.005427212653864144,-0.23034161607453219,-0.043532944902525794,15,0.4,0.7385068530449859,-12.29525503476225,-999985.0
0.05,0.1,7,0.55,NONE,True,9815.57117447857,-184.42882552143055,-0.018442882552143103,-0.005427212653864144,-0.23034161607453219,-0.043532944902525794,15,0.4,0.7385068530449859,-12.29525503476225,-999985.0
0.03,0.08,7,0.4,ABOVE_SMA200,True,9811.428929961687,-188.57107003831334,-0.018857107003831364,-0.005549932516705547,-0.38432392437358365,-0.043182970172969126,15,0.3333333333333333,0.6171432196963517,-12.571404669221101,-999985.0
0.03,0.1,7,0.4,ABOVE_SMA200,True,9811.428929961687,-188.57107003831334,-0.018857107003831364,-0.005549932516705547,-0.38432392437358365,-0.043182970172969126,15,0.3333333333333333,0.6171432196963517,-12.571404669221101,-999985.0
0.05,0.06,7,0.55,NONE,True,9809.995497757678,-190.0045022423219,-0.019000450224232246,-0.005592408515813441,-0.23810818176244514,-0.043532944902525794,15,0.4,0.7305673461316676,-12.666966816154824,-999985.0
0.03,0.06,7,0.4,ABOVE_SMA200,True,9799.410215341888,-200.58978465811197,-0.020058978465811172,-0.005906211614442269,-0.41239150788667484,-0.043182970172969126,15,0.3333333333333333,0.5927415636958351,-13.37265231054098,-999985.0
0.04,0.06,10,0.55,NONE,False,9631.614282922832,-368.385717077168,-0.03683857170771676,-0.010912907406001371,-0.44580716494260864,-0.051153459521082634,15,0.4,0.5390051985617573,-24.559047805144505,-999985.0
0.04,0.08,10,0.55,NONE,False,9600.605397464884,-399.39460253511606,-0.03993946025351158,-0.011844895222972052,-0.4834803029782708,-0.05420826142932034,15,0.4,0.4991989377991128,-26.62630683567416,-999985.0
0.04,0.1,10,0.55,NONE,False,9600.605397464884,-399.39460253511606,-0.03993946025351158,-0.011844895222972052,-0.4834803029782708,-0.05420826142932034,15,0.4,0.4991989377991128,-26.62630683567416,-999985.0
0.04,0.06,10,0.55,NONE,True,9568.156659091197,-431.84334090880293,-0.043184334090880294,-0.012822442226097408,-0.528580340857334,-0.05740490866252257,15,0.4,0.45737307477207334,-28.789556060587074,-999985.0
0.04,0.08,10,0.55,NONE,True,9568.156659091197,-431.84334090880293,-0.043184334090880294,-0.012822442226097408,-0.528580340857334,-0.05740490866252257,15,0.4,0.45737307477207334,-28.789556060587074,-999985.0
0.04,0.1,10,0.55,NONE,True,9568.156659091197,-431.84334090880293,-0.043184334090880294,-0.012822442226097408,-0.528580340857334,-0.05740490866252257,15,0.4,0.45737307477207334,-28.789556060587074,-999985.0
0.03,0.08,10,0.4,ABOVE_SMA200,False,9985.873661763932,-14.126338236068477,-0.0014126338236069014,-0.0004131807401916987,-0.018506184795520977,-0.048920168364632644,14,0.42857142857142855,0.9738570933032709,-1.0090241597193395,-999986.0
0.03,0.1,10,0.4,ABOVE_SMA200,False,9985.873661763932,-14.126338236068477,-0.0014126338236069014,-0.0004131807401916987,-0.018506184795520977,-0.048920168364632644,14,0.42857142857142855,0.9738570933032709,-1.0090241597193395,-999986.0
0.03,0.08,10,0.4,ABOVE_SMA200,True,9963.259086649115,-36.74091335088451,-0.0036740913350884474,-0.0010754955568049729,-0.06344380087575215,-0.04892016836463242,14,0.35714285714285715,0.9339382765578862,-2.6243509536345107,-999986.0
0.03,0.1,10,0.4,ABOVE_SMA200,True,9963.259086649115,-36.74091335088451,-0.0036740913350884474,-0.0010754955568049729,-0.06344380087575215,-0.04892016836463242,14,0.35714285714285715,0.9339382765578862,-2.6243509536345107,-999986.0
0.03,0.06,10,0.4,ABOVE_SMA200,False,9947.120736058114,-52.879263941886165,-0.0052879263941886245,-0.0015487914407802394,-0.09206718614791089,-0.048920168364632644,14,0.42857142857142855,0.9021389945276426,-3.7770902815634275,-999986.0
0.03,0.06,10,0.4,ABOVE_SMA200,True,9924.593923013897,-75.40607698610256,-0.007540607698610202,-0.002210353814705801,-0.1401428928787401,-0.04892016836463242,14,0.35714285714285715,0.8644166693370762,-5.386148356150151,-999986.0
0.04,0.08,7,0.4,ABOVE_SMA200,False,9918.548974238904,-81.45102576109639,-0.008145102576109675,-0.0023880613179501076,-0.16106319621442008,-0.03378808324246818,13,0.46153846153846156,0.8010963015809572,-6.265463520084302,-999987.0
0.04,0.1,7,0.4,ABOVE_SMA200,False,9918.548974238904,-81.45102576109639,-0.008145102576109675,-0.0023880613179501076,-0.16106319621442008,-0.03378808324246818,13,0.46153846153846156,0.8010963015809572,-6.265463520084302,-999987.0
0.04,0.06,7,0.4,ABOVE_SMA200,False,9906.399040685408,-93.60095931459182,-0.009360095931459145,-0.002745473211243632,-0.18761827644083645,-0.03378808324246818,13,0.46153846153846156,0.7714261200607848,-7.20007379343014,-999987.0
0.04,0.08,7,0.4,ABOVE_SMA200,True,9880.119774292078,-119.88022570792236,-0.011988022570792234,-0.0035195869466287943,-0.24911484802582964,-0.03648419366266775,13,0.38461538461538464,0.7177744484035296,-9.221555823686126,-999987.0
0.04,0.1,7,0.4,ABOVE_SMA200,True,9880.119774292078,-119.88022570792236,-0.011988022570792234,-0.0035195869466287943,-0.24911484802582964,-0.03648419366266775,13,0.38461538461538464,0.7177744484035296,-9.221555823686126,-999987.0
0.04,0.06,7,0.4,ABOVE_SMA200,True,9868.016915389027,-131.98308461097258,-0.013198308461097263,-0.0038765934511116873,-0.27721099533858434,-0.03648419366266775,13,0.38461538461538464,0.6892815421745222,-10.15254497007471,-999987.0
0.05,0.06,10,0.55,NONE,False,9717.69254397008,-282.3074560299192,-0.02823074560299188,-0.008336860990802886,-0.3471019193724738,-0.04472812377747748,13,0.46153846153846156,0.628220616861408,-21.715958156147735,-999987.0
0.05,0.08,10,0.55,NONE,False,9681.895207352305,-318.1047926476949,-0.03181047926476954,-0.009406191330215696,-0.3885363091977047,-0.04780361198961458,13,0.46153846153846156,0.5803052796324277,-24.469599434438177,-999987.0
0.05,0.1,10,0.55,NONE,False,9681.895207352305,-318.1047926476949,-0.03181047926476954,-0.009406191330215696,-0.3885363091977047,-0.04780361198961458,13,0.46153846153846156,0.5803052796324277,-24.469599434438177,-999987.0
0.05,0.06,10,0.55,NONE,True,9653.66779590058,-346.3322040994208,-0.0346332204099421,-0.010251369134648525,-0.43176939538971953,-0.05102190606543233,13,0.46153846153846156,0.5422504662570135,-26.640938776878627,-999987.0
0.05,0.08,10,0.55,NONE,True,9649.171720495127,-350.8282795048726,-0.03508282795048723,-0.010386150857114473,-0.43384137430292796,-0.05102190606543233,13,0.46153846153846156,0.5362729572369522,-26.986790731144048,-999987.0
0.05,0.1,10,0.55,NONE,True,9649.171720495127,-350.8282795048726,-0.03508282795048723,-0.010386150857114473,-0.43384137430292796,-0.05102190606543233,13,0.46153846153846156,0.5362729572369522,-26.986790731144048,-999987.0
0.04,0.08,10,0.4,ABOVE_SMA200,False,10011.059195813516,11.059195813515544,0.0011059195813516443,0.00032318184390800475,0.029030203162846605,-0.03706315063527321,12,0.4166666666666667,1.0237206493379476,0.9215996511263711,-999988.0
0.04,0.1,10,0.4,ABOVE_SMA200,False,10011.059195813516,11.059195813515544,0.0011059195813516443,0.00032318184390800475,0.029030203162846605,-0.03706315063527321,12,0.4166666666666667,1.0237206493379476,0.9215996511263711,-999988.0
0.04,0.08,10,0.4,ABOVE_SMA200,True,9988.387584111739,-11.61241588826124,-0.001161241588826134,-0.0003396208781480947,-0.016265549479304177,-0.03688418151657025,12,0.3333333333333333,0.9759180460755449,-0.9677013240218836,-999988.0
0.04,0.1,10,0.4,ABOVE_SMA200,True,9988.387584111739,-11.61241588826124,-0.001161241588826134,-0.0003396208781480947,-0.016265549479304177,-0.03688418151657025,12,0.3333333333333333,0.9759180460755449,-0.9677013240218836,-999988.0
0.04,0.06,10,0.4,ABOVE_SMA200,False,9972.208530724753,-27.791469275247437,-0.0027791469275247893,-0.0008132654235639691,-0.04736429179249293,-0.03706315063527321,12,0.4166666666666667,0.9403906298088356,-2.3159557729372486,-999988.0
0.04,0.06,10,0.4,ABOVE_SMA200,True,9949.624902439715,-50.37509756028521,-0.005037509756028569,-0.0014753151486326388,-0.09620202852586922,-0.03688418151657025,12,0.3333333333333333,0.8955315767141182,-4.197924796690434,-999988.0
0.05,0.08,7,0.4,ABOVE_SMA200,False,9907.886191779093,-92.11380822090723,-0.00921138082209072,-0.002701709363209903,-0.1838337823572909,-0.036227272991952275,12,0.5,0.7236814976614031,-7.67615068507583,-999988.0
0.05,0.1,7,0.4,ABOVE_SMA200,False,9907.886191779093,-92.11380822090723,-0.00921138082209072,-0.002701709363209903,-0.1838337823572909,-0.036227272991952275,12,0.5,0.7236814976614031,-7.67615068507583,-999988.0
0.05,0.06,7,0.4,ABOVE_SMA200,False,9895.74931982349,-104.25068017651029,-0.010425068017650974,-0.0030590088866154774,-0.21063649527361636,-0.036227272991952275,12,0.5,0.6872739020292206,-8.687556681376009,-999988.0
0.03,0.06,5,0.5,ABOVE_SMA200,False,9887.7574343613,-112.2425656387004,-0.01122425656387005,-0.003294452782281687,-0.25885316676346837,-0.03000482766888668,12,0.4166666666666667,0.658509299722739,-9.35354713655829,-999988.0
0.03,0.08,5,0.5,ABOVE_SMA200,False,9887.7574343613,-112.2425656387004,-0.01122425656387005,-0.003294452782281687,-0.25885316676346837,-0.03000482766888668,12,0.4166666666666667,0.658509299722739,-9.35354713655829,-999988.0
0.03,0.1,5,0.5,ABOVE_SMA200,False,9887.7574343613,-112.2425656387004,-0.01122425656387005,-0.003294452782281687,-0.25885316676346837,-0.03000482766888668,12,0.4166666666666667,0.658509299722739,-9.35354713655829,-999988.0
0.05,0.08,7,0.4,ABOVE_SMA200,True,9869.49830454849,-130.5016954515104,-0.013050169545151036,-0.0038328792415334156,-0.2729558614037154,-0.03752000640768227,12,0.4166666666666667,0.6259877872325439,-10.8751412876256,-999988.0
0.05,0.1,7,0.4,ABOVE_SMA200,True,9869.49830454849,-130.5016954515104,-0.013050169545151036,-0.0038328792415334156,-0.2729558614037154,-0.03752000640768227,12,0.4166666666666667,0.6259877872325439,-10.8751412876256,-999988.0
0.05,0.06,7,0.4,ABOVE_SMA200,True,9857.408456636456,-142.59154336354368,-0.014259154336354385,-0.004189773503582184,-0.3013326345475819,-0.03752000640768227,12,0.4166666666666667,0.591338806206226,-11.882628613628375,-999988.0
0.03,0.06,5,0.5,ABOVE_SMA200,True,9839.200568655806,-160.7994313441941,-0.016079943134419405,-0.004727858302373322,-0.38920485861267484,-0.030004827668887346,12,0.3333333333333333,0.5324650736170754,-13.399952612015985,-999988.0
0.03,0.08,5,0.5,ABOVE_SMA200,True,9839.200568655806,-160.7994313441941,-0.016079943134419405,-0.004727858302373322,-0.38920485861267484,-0.030004827668887346,12,0.3333333333333333,0.5324650736170754,-13.399952612015985,-999988.0
0.03,0.1,5,0.5,ABOVE_SMA200,True,9839.200568655806,-160.7994313441941,-0.016079943134419405,-0.004727858302373322,-0.38920485861267484,-0.030004827668887346,12,0.3333333333333333,0.5324650736170754,-13.399952612015985,-999988.0
0.04,0.06,5,0.5,ABOVE_SMA200,False,9814.863769284171,-185.1362307158288,-0.018513623071582885,-0.005448167939747339,-0.41882441807858534,-0.034725053545905715,12,0.4166666666666667,0.5383761693019115,-15.428019226319066,-999988.0
0.04,0.08,5,0.5,ABOVE_SMA200,False,9814.863769284171,-185.1362307158288,-0.018513623071582885,-0.005448167939747339,-0.41882441807858534,-0.034725053545905715,12,0.4166666666666667,0.5383761693019115,-15.428019226319066,-999988.0
0.04,0.1,5,0.5,ABOVE_SMA200,False,9814.863769284171,-185.1362307158288,-0.018513623071582885,-0.005448167939747339,-0.41882441807858534,-0.034725053545905715,12,0.4166666666666667,0.5383761693019115,-15.428019226319066,-999988.0
0.05,0.06,5,0.5,ABOVE_SMA200,False,9774.157242104351,-225.8427578956489,-0.0225842757895649,-0.00665581167180096,-0.5058993649574597,-0.03959255057324951,12,0.4166666666666667,0.35892315194650287,-18.820229824637142,-999988.0
0.05,0.08,5,0.5,ABOVE_SMA200,False,9774.157242104351,-225.8427578956489,-0.0225842757895649,-0.00665581167180096,-0.5058993649574597,-0.03959255057324951,12,0.4166666666666667,0.35892315194650287,-18.820229824637142,-999988.0
0.05,0.1,5,0.5,ABOVE_SMA200,False,9774.157242104351,-225.8427578956489,-0.0225842757895649,-0.00665581167180096,-0.5058993649574597,-0.03959255057324951,12,0.4166666666666667,0.35892315194650287,-18.820229824637142,-999988.0
0.04,0.06,5,0.5,ABOVE_SMA200,True,9766.664870279361,-233.3351297206391,-0.023333512972063875,-0.006878476108566067,-0.5502848745381048,-0.03498868710522951,12,0.3333333333333333,0.43902424568932136,-19.444594143386286,-999988.0
0.04,0.08,5,0.5,ABOVE_SMA200,True,9766.664870279361,-233.3351297206391,-0.023333512972063875,-0.006878476108566067,-0.5502848745381048,-0.03498868710522951,12,0.3333333333333333,0.43902424568932136,-19.444594143386286,-999988.0
0.04,0.1,5,0.5,ABOVE_SMA200,True,9766.664870279361,-233.3351297206391,-0.023333512972063875,-0.006878476108566067,-0.5502848745381048,-0.03498868710522951,12,0.3333333333333333,0.43902424568932136,-19.444594143386286,-999988.0
0.05,0.06,5,0.5,ABOVE_SMA200,True,9726.158244986978,-273.8417550130216,-0.02738417550130212,-0.008084383075737778,-0.6381847935009604,-0.03959255057324951,12,0.3333333333333333,0.25468374421959533,-22.820146251085095,-999988.0
0.05,0.08,5,0.5,ABOVE_SMA200,True,9726.158244986978,-273.8417550130216,-0.02738417550130212,-0.008084383075737778,-0.6381847935009604,-0.03959255057324951,12,0.3333333333333333,0.25468374421959533,-22.820146251085095,-999988.0
0.05,0.1,5,0.5,ABOVE_SMA200,True,9726.158244986978,-273.8417550130216,-0.02738417550130212,-0.008084383075737778,-0.6381847935009604,-0.03959255057324951,12,0.3333333333333333,0.25468374421959533,-22.820146251085095,-999988.0
0.05,0.08,10,0.4,ABOVE_SMA200,False,9957.452661798541,-42.54733820145884,-0.004254733820145851,-0.001245720383922455,-0.07517808746097772,-0.04221941891419112,11,0.45454545454545453,0.8970365437047393,-3.8679398364964652,-999989.0
0.05,0.1,10,0.4,ABOVE_SMA200,False,9957.452661798541,-42.54733820145884,-0.004254733820145851,-0.001245720383922455,-0.07517808746097772,-0.04221941891419112,11,0.45454545454545453,0.8970365437047393,-3.8679398364964652,-999989.0
0.05,0.08,10,0.4,ABOVE_SMA200,True,9934.902450490075,-65.09754950992465,-0.006509754950992486,-0.0019074835692707293,-0.12428054632785189,-0.0417407909216696,11,0.36363636363636365,0.8483723737890092,-5.9179590463568275,-999989.0
0.05,0.1,10,0.4,ABOVE_SMA200,True,9934.902450490075,-65.09754950992465,-0.006509754950992486,-0.0019074835692707293,-0.12428054632785189,-0.0417407909216696,11,0.36363636363636365,0.8483723737890092,-5.9179590463568275,-999989.0
0.05,0.06,10,0.4,ABOVE_SMA200,False,9918.810031589888,-81.18996841011176,-0.008118996841011139,-0.00238038525278339,-0.15243286827598632,-0.04221941891419112,11,0.45454545454545453,0.8035223796039666,-7.3809062191012345,-999989.0
0.05,0.06,10,0.4,ABOVE_SMA200,True,9896.347332570589,-103.65266742941094,-0.010365266742941137,-0.0030413966221414235,-0.20517890686463858,-0.0417407909216696,11,0.36363636363636365,0.7585683634625516,-9.422969766310045,-999989.0
0.03,0.06,7,0.5,ABOVE_SMA200,False,9820.18226688427,-179.81773311572942,-0.017981773311572913,-0.0052906456060041185,-0.4147220341045138,-0.03594785968820813,11,0.36363636363636365,0.577845778882674,-16.347066646884535,-999989.0
0.03,0.08,7,0.5,ABOVE_SMA200,False,9820.18226688427,-179.81773311572942,-0.017981773311572913,-0.0052906456060041185,-0.4147220341045138,-0.03594785968820813,11,0.36363636363636365,0.577845778882674,-16.347066646884535,-999989.0
0.03,0.1,7,0.5,ABOVE_SMA200,False,9820.18226688427,-179.81773311572942,-0.017981773311572913,-0.0052906456060041185,-0.4147220341045138,-0.03594785968820813,11,0.36363636363636365,0.577845778882674,-16.347066646884535,-999989.0
0.03,0.06,7,0.5,ABOVE_SMA200,True,9782.13418658256,-217.86581341744022,-0.02178658134174405,-0.0064188790241707094,-0.5263857264732752,-0.03594785968820813,11,0.2727272727272727,0.5062723918356479,-19.80598303794936,-999989.0
