Total_Trades,Total_Net_Profit,Win_Rate,Average_Win,Average_Loss,Average_MFE,Average_MAE,Median_MFE,Median_MAE,Worst_Losing_Streak,Avoidable_Loss_Count,Avoidable_Loss_Net_Profit,Model_Sell_Trade_Count,Model_Sell_Net_Profit,Stop_Loss_Trade_Count,Stop_Loss_Net_Profit,Max_Holding_Trade_Count,Max_Holding_Net_Profit,Take_Profit_Trade_Count,Take_Profit_Net_Profit
81,-338.61375921070703,0.4074074074074074,71.99189844019928,-56.548883494526734,0.021219574297858326,-0.02285546729060903,0.01404129203166779,-0.023828004320821775,6,5,-181.5983290567401,4,18.68227366793008,31,-2396.319083498349,41,1295.1012921516763,5,743.9217584680355
