Exit_Reason,Trades,Net_Profit,Average_Profit,Win_Rate,Average_Return,Median_Return,Average_MFE,Average_MAE,Average_Holding_Days,Profit_Factor
ENTRY_DAY_STOP,1,-74.37306585076749,-74.37306585076749,0.0,-0.0303879418058194,-0.0303879418058194,0.004438886566471434,-0.03164131445663029,0.0,0.0
MAX_HOLDING,41,1295.1012921516763,31.587836393943324,0.6341463414634146,0.01235708645883227,0.0101236112750306,0.02513385606266135,-0.013312938157173724,5.0,5.502655967661951
SELL_SIGNAL,4,18.68227366793008,4.67056841698252,0.5,0.0020696425740898503,0.0009637124444662501,0.02049816439816937,-0.015246187422577473,2.0,1.6146131527572183
STOP_LOSS,30,-2321.9460176475814,-77.3982005882527,0.0,-0.030387941805819406,-0.0303879418058194,0.009439447092371035,-0.039215266812924976,2.7333333333333334,0.0
TAKE_PROFIT,5,743.9217584680355,148.7843516936071,1.0,0.059576063593640684,0.0595760635936407,0.06373649252542578,-0.007275663512103824,2.6,inf
